"Demographics","Subgroup","Total Cases","Year","Own-party feeling","Rival-party feeling"
"race and age","60+ Hispanics","23","1996","NA","NA"
"race and age","60+ Hispanics","13","1998","NA","NA"
"race and age","60+ Hispanics","16","2000","NA","NA"
"race and age","60+ Hispanics","11","2004","NA","NA"
"race and age","60+ Hispanics","83","2008","83.5","40.6"
"race and age","60+ Hispanics","52","2012","83.7","34.9"
"race and age","60+ Hispanics","73","2016","73","22.3"
"race and age","60+ Hispanics","122","2020","74.3","23.7"
"race and age","60+ Hispanics","138","2024","77.8","26.9"
"race and age","18-29 others","11","1978","NA","NA"
"race and age","18-29 others","1","1980","NA","NA"
"race and age","18-29 others","1","1982","NA","NA"
"race and age","18-29 others","6","1984","NA","NA"
"race and age","18-29 others","10","1986","NA","NA"
"race and age","18-29 others","14","1988","NA","NA"
"race and age","18-29 others","12","1990","NA","NA"
"race and age","18-29 others","6","1992","NA","NA"
"race and age","18-29 others","2","1994","NA","NA"
"race and age","18-29 others","5","1996","NA","NA"
"race and age","18-29 others","5","1998","NA","NA"
"race and age","18-29 others","15","2000","NA","NA"
"race and age","18-29 others","13","2004","NA","NA"
"race and age","18-29 others","12","2008","NA","NA"
"race and age","18-29 others","22","2012","70.9","34.8"
"race and age","18-29 others","45","2016","58.7","30.5"
"race and age","18-29 others","104","2020","64.3","22.6"
"race and age","18-29 others","58","2024","65.8","26.2"
"race and age","30-44 others","3","1978","NA","NA"
"race and age","30-44 others","8","1980","NA","NA"
"race and age","30-44 others","2","1982","NA","NA"
"race and age","30-44 others","12","1984","NA","NA"
"race and age","30-44 others","13","1986","NA","NA"
"race and age","30-44 others","25","1988","NA","NA"
"race and age","30-44 others","18","1990","NA","NA"
"race and age","30-44 others","24","1992","NA","NA"
"race and age","30-44 others","14","1994","NA","NA"
"race and age","30-44 others","15","1996","NA","NA"
"race and age","30-44 others","10","1998","NA","NA"
"race and age","30-44 others","31","2000","NA","NA"
"race and age","30-44 others","17","2004","NA","NA"
"race and age","30-44 others","18","2008","NA","NA"
"race and age","30-44 others","31","2012","66.1","32.1"
"race and age","30-44 others","68","2016","67.6","35.2"
"race and age","30-44 others","173","2020","67.4","23.5"
"race and age","30-44 others","104","2024","63.9","22.7"
"race and age","45-59 others","1","1978","NA","NA"
"race and age","45-59 others","3","1980","NA","NA"
"race and age","45-59 others","2","1982","NA","NA"
"race and age","45-59 others","7","1984","NA","NA"
"race and age","45-59 others","6","1986","NA","NA"
"race and age","45-59 others","7","1988","NA","NA"
"race and age","45-59 others","11","1990","NA","NA"
"race and age","45-59 others","14","1992","NA","NA"
"race and age","45-59 others","9","1994","NA","NA"
"race and age","45-59 others","12","1996","NA","NA"
"race and age","45-59 others","6","1998","NA","NA"
"race and age","45-59 others","28","2000","NA","NA"
"race and age","45-59 others","6","2004","NA","NA"
"race and age","45-59 others","25","2008","NA","NA"
"race and age","45-59 others","35","2012","60.3","34.4"
"race and age","45-59 others","80","2016","66.4","24.6"
"race and age","45-59 others","139","2020","71.6","21.3"
"race and age","45-59 others","86","2024","70.7","22.4"
"race and age","60+ others","1","1978","NA","NA"
"race and age","60+ others","1","1980","NA","NA"
"race and age","60+ others","2","1982","NA","NA"
"race and age","60+ others","6","1984","NA","NA"
"race and age","60+ others","2","1986","NA","NA"
"race and age","60+ others","4","1988","NA","NA"
"race and age","60+ others","2","1990","NA","NA"
"race and age","60+ others","3","1992","NA","NA"
"race and age","60+ others","2","1994","NA","NA"
"race and age","60+ others","5","1996","NA","NA"
"race and age","60+ others","1","1998","NA","NA"
"race and age","60+ others","14","2000","NA","NA"
"race and age","60+ others","8","2004","NA","NA"
"race and age","60+ others","8","2008","NA","NA"
"race and age","60+ others","28","2012","73.1","35.7"
"race and age","60+ others","67","2016","71.7","30.2"
"race and age","60+ others","138","2020","72.3","24.6"
"race and age","60+ others","106","2024","72.8","19.7"
"race and region","Whites in South","380","1978","70.9","49.8"
"race and region","Whites in South","287","1980","72.7","47.7"
"race and region","Whites in South","286","1982","75.7","46.6"
"race and region","Whites in South","329","1984","75.3","46"
"race and region","Whites in South","385","1986","74.4","48.2"
"race and region","Whites in South","326","1988","75.5","45.7"
"race and region","Whites in South","269","1990","71.2","46"
"race and region","Whites in South","394","1992","70","41.9"
"race and region","Whites in South","361","1994","70.3","40"
"race and region","Whites in South","352","1996","71.9","41"
"race and region","Whites in South","242","1998","69.8","43"
"race and region","Whites in South","322","2000","71.7","37.8"
"race and region","Whites in South","200","2004","76.4","38.8"
"race and region","Whites in South","374","2008","70.3","34.3"
"race and region","Whites in South","223","2012","68.6","32.5"
"race and region","Whites in South","733","2016","66.1","24.1"
"race and region","Whites in South","1475","2020","73.8","16"
"race and region","Whites in South","1079","2024","71.9","17.9"
"race and region","Whites in Nonsouth","1123","1978","70.1","48.1"
"race and region","Whites in Nonsouth","815","1980","70.1","46.1"
"race and region","Whites in Nonsouth","724","1982","72","44.6"
"race and region","Whites in Nonsouth","1215","1984","73.7","45.9"
"race and region","Whites in Nonsouth","1038","1986","72.8","46.1"
"race and region","Whites in Nonsouth","987","1988","74.7","45.3"
"race and region","Whites in Nonsouth","1001","1990","69.7","45.8"
"race and region","Whites in Nonsouth","1228","1992","67.9","40.6"
"race and region","Whites in Nonsouth","857","1994","68.1","40.3"
"race and region","Whites in Nonsouth","843","1996","68.9","39.8"
"race and region","Whites in Nonsouth","587","1998","66.6","40.1"
"race and region","Whites in Nonsouth","831","2000","71.2","42"
"race and region","Whites in Nonsouth","554","2004","71.4","37.7"
"race and region","Whites in Nonsouth","610","2008","68.1","33.9"
"race and region","Whites in Nonsouth","581","2012","67","34"
"race and region","Whites in Nonsouth","1900","2016","64.5","25.6"
"race and region","Whites in Nonsouth","3846","2020","70","17.5"
"race and region","Whites in Nonsouth","2618","2024","69.8","18.7"
"race and region","Blacks in South","77","1978","80.1","47.1"
"race and region","Blacks in South","67","1980","85.6","45.7"
"race and region","Blacks in South","61","1982","86.8","42.9"
"race and region","Blacks in South","108","1984","83.4","47.7"
"race and region","Blacks in South","145","1986","82.5","45.8"
"race and region","Blacks in South","127","1988","79","47.2"
"race and region","Blacks in South","135","1990","78.8","48.1"
"race and region","Blacks in South","139","1992","78.3","43.3"
"race and region","Blacks in South","103","1994","77","53.6"
"race and region","Blacks in South","105","1996","81.5","47.3"
"race and region","Blacks in South","60","1998","85.2","37.4"
"race and region","Blacks in South","101","2000","80.6","44.3"
"race and region","Blacks in South","90","2004","79.3","41.6"
"race and region","Blacks in South","246","2008","81.1","36.8"
"race and region","Blacks in South","296","2012","82.7","27.6"
"race and region","Blacks in South","175","2016","80.1","28.6"
"race and region","Blacks in South","320","2020","78.1","23.8"
"race and region","Blacks in South","229","2024","75.1","28.2"
"race and region","Blacks in Nonsouth","89","1978","74.4","42.8"
"race and region","Blacks in Nonsouth","91","1980","80.6","48.4"
"race and region","Blacks in Nonsouth","71","1982","80.6","32.3"
"race and region","Blacks in Nonsouth","95","1984","78.2","35.8"
"race and region","Blacks in Nonsouth","128","1986","77.4","38.9"
"race and region","Blacks in Nonsouth","97","1988","83.5","40.5"
"race and region","Blacks in Nonsouth","87","1990","74.1","41.3"
"race and region","Blacks in Nonsouth","113","1992","75","36.9"
"race and region","Blacks in Nonsouth","72","1994","79.5","48.9"
"race and region","Blacks in Nonsouth","61","1996","76.6","36.2"
"race and region","Blacks in Nonsouth","67","1998","81.6","36.7"
"race and region","Blacks in Nonsouth","71","2000","79.4","41.7"
"race and region","Blacks in Nonsouth","66","2004","71.4","44.3"
"race and region","Blacks in Nonsouth","251","2008","79.2","31.7"
"race and region","Blacks in Nonsouth","189","2012","79.5","26.6"
"race and region","Blacks in Nonsouth","170","2016","78","22"
"race and region","Blacks in Nonsouth","320","2020","73.8","21.3"
"race and region","Blacks in Nonsouth","220","2024","74.4","23.7"
"race and region","Hispanics in South","15","1978","NA","NA"
"race and region","Hispanics in South","20","1980","NA","NA"
"race and region","Hispanics in South","11","1982","NA","NA"
"race and region","Hispanics in South","56","1984","77","50.8"
"race and region","Hispanics in South","41","1986","80.1","51.4"
"race and region","Hispanics in South","59","1988","87.8","45.1"
"race and region","Hispanics in South","66","1990","75.2","53"
"race and region","Hispanics in South","71","1992","78.6","54"
"race and region","Hispanics in South","46","1994","71.8","56"
"race and region","Hispanics in South","53","1996","77.1","48.3"
"race and region","Hispanics in South","59","1998","78.6","45.3"
"race and region","Hispanics in South","35","2000","76.2","48.5"
"race and region","Hispanics in South","36","2004","78.1","44.9"
"race and region","Hispanics in South","225","2008","75","43.6"
"race and region","Hispanics in South","120","2012","73.3","31.1"
"race and region","Hispanics in South","139","2016","67.2","33.7"
"race and region","Hispanics in South","232","2020","71.7","27.9"
"race and region","Hispanics in South","187","2024","68.5","28.2"
"race and region","Hispanics in Nonsouth","41","1978","75.1","35.8"
"race and region","Hispanics in Nonsouth","29","1980","83.1","52.3"
"race and region","Hispanics in Nonsouth","28","1982","77.3","45.7"
"race and region","Hispanics in Nonsouth","61","1984","77.2","51.7"
"race and region","Hispanics in Nonsouth","54","1986","74.8","46.7"
"race and region","Hispanics in Nonsouth","75","1988","77.5","47.7"
"race and region","Hispanics in Nonsouth","69","1990","70.7","51.5"
"race and region","Hispanics in Nonsouth","110","1992","71.3","47.2"
"race and region","Hispanics in Nonsouth","73","1994","72.6","43.2"
"race and region","Hispanics in Nonsouth","79","1996","77.3","41"
"race and region","Hispanics in Nonsouth","63","1998","75.6","47.3"
"race and region","Hispanics in Nonsouth","85","2000","73","43.3"
"race and region","Hispanics in Nonsouth","60","2004","74.2","46.9"
"race and region","Hispanics in Nonsouth","205","2008","73.6","37.8"
"race and region","Hispanics in Nonsouth","273","2012","74.4","35.6"
"race and region","Hispanics in Nonsouth","222","2016","70.8","27.8"
"race and region","Hispanics in Nonsouth","397","2020","72.2","23.7"
"race and region","Hispanics in Nonsouth","330","2024","69.2","23.9"
"race and region","Others in South","4","1980","NA","NA"
"race and region","Others in South","16","1984","NA","NA"
"race and region","Others in South","16","1986","NA","NA"
"race and region","Others in South","23","1988","NA","NA"
"race and region","Others in South","12","1990","NA","NA"
"race and region","Others in South","20","1992","NA","NA"
"race and region","Others in South","15","1994","NA","NA"
"race and region","Others in South","14","1996","NA","NA"
"race and region","Others in South","7","1998","NA","NA"
"race and region","Others in South","23","2000","NA","NA"
"race and region","Others in South","4","2004","NA","NA"
"race and region","Others in South","14","2008","NA","NA"
"race and region","Others in South","38","2012","70.4","39.2"
"race and region","Others in South","88","2016","69.2","24"
"race and region","Others in South","162","2020","72.2","24.2"
"race and region","Others in South","103","2024","69.3","17.4"
"race and region","Others in Nonsouth","16","1978","NA","NA"
"race and region","Others in Nonsouth","9","1980","NA","NA"
"race and region","Others in Nonsouth","7","1982","NA","NA"
"race and region","Others in Nonsouth","15","1984","NA","NA"
"race and region","Others in Nonsouth","15","1986","NA","NA"
"race and region","Others in Nonsouth","27","1988","NA","NA"
"race and region","Others in Nonsouth","31","1990","NA","NA"
"race and region","Others in Nonsouth","27","1992","NA","NA"
"race and region","Others in Nonsouth","12","1994","NA","NA"
"race and region","Others in Nonsouth","23","1996","NA","NA"
"race and region","Others in Nonsouth","15","1998","NA","NA"
"race and region","Others in Nonsouth","66","2000","69.5","46"
"race and region","Others in Nonsouth","40","2004","73.2","41.4"
"race and region","Others in Nonsouth","49","2008","66.1","36"
"race and region","Others in Nonsouth","82","2012","65.6","32.1"
"race and region","Others in Nonsouth","188","2016","64.4","32.8"
"race and region","Others in Nonsouth","410","2020","66.9","22.5"
"race and region","Others in Nonsouth","270","2024","67.3","25"
"race and knowledge","Less knowledgeable whites","469","1978","70.8","50.8"
"race and knowledge","Less knowledgeable whites","211","1980","71.1","50.6"
"race and knowledge","Less knowledgeable whites","632","1982","73.6","45.9"
"race and knowledge","Less knowledgeable whites","509","1984","73.4","48.3"
"race and knowledge","Less knowledgeable whites","868","1986","72.9","48.5"
"race and knowledge","Less knowledgeable whites","379","1988","72.9","47.3"
"race and knowledge","Less knowledgeable whites","531","1990","70.6","48.7"
"race and knowledge","Less knowledgeable whites","484","1992","68.8","45.6"
"race and knowledge","Less knowledgeable whites","228","1994","66.2","46.1"
"race and knowledge","Less knowledgeable whites","213","1996","67.8","43.2"
"race and knowledge","Less knowledgeable whites","224","1998","67.4","47"
"race and knowledge","Less knowledgeable whites","408","2000","70.4","43.3"
"race and knowledge","Less knowledgeable whites","260","2004","72.1","43.6"
"race and knowledge","Less knowledgeable whites","467","2008","68.5","36.3"
"race and knowledge","Less knowledgeable whites","131","2012","69","34"
"race and knowledge","Less knowledgeable whites","586","2016","64.7","30"
"race and knowledge","Less knowledgeable whites","1404","2020","71.4","21.8"
"race and knowledge","Less knowledgeable whites","1131","2024","69.8","20.8"
"race and knowledge","More knowledgeable whites","1030","1978","70.2","47.5"
"race and knowledge","More knowledgeable whites","763","1980","70","45.5"
"race and knowledge","More knowledgeable whites","374","1982","71.9","43.9"
"race and knowledge","More knowledgeable whites","839","1984","74.7","44.2"
"race and knowledge","More knowledgeable whites","554","1986","73.8","43.7"
"race and knowledge","More knowledgeable whites","800","1988","76","44.8"
"race and knowledge","More knowledgeable whites","737","1990","69.6","43.8"
"race and knowledge","More knowledgeable whites","1009","1992","68.3","38.9"
"race and knowledge","More knowledgeable whites","981","1994","69.3","38.5"
"race and knowledge","More knowledgeable whites","885","1996","70.6","39.2"
"race and knowledge","More knowledgeable whites","605","1998","67.6","38.6"
"race and knowledge","More knowledgeable whites","630","2000","72","39"
"race and knowledge","More knowledgeable whites","417","2004","72.9","34.2"
"race and knowledge","More knowledgeable whites","433","2008","69.8","32"
"race and knowledge","More knowledgeable whites","425","2012","67.1","30.3"
"race and knowledge","More knowledgeable whites","1951","2016","65","23.4"
"race and knowledge","More knowledgeable whites","3825","2020","70.8","15.3"
"race and knowledge","More knowledgeable whites","2349","2024","70","17.6"
"race and knowledge","Less knowledgeable blacks","88","1978","74.5","46.6"
"race and knowledge","Less knowledgeable blacks","68","1980","84.8","51.7"
"race and knowledge","Less knowledgeable blacks","102","1982","84.6","36"
"race and knowledge","Less knowledgeable blacks","105","1984","79.4","45.9"
"race and knowledge","Less knowledgeable blacks","201","1986","80.9","43.4"
"race and knowledge","Less knowledgeable blacks","108","1988","78.7","45.1"
"race and knowledge","Less knowledgeable blacks","143","1990","76.2","46.8"
"race and knowledge","Less knowledgeable blacks","148","1992","76.7","42.5"
"race and knowledge","Less knowledgeable blacks","82","1994","77.2","51.7"
"race and knowledge","Less knowledgeable blacks","62","1996","79.2","46.3"
"race and knowledge","Less knowledgeable blacks","40","1998","81.1","42.9"
"race and knowledge","Less knowledgeable blacks","74","2000","80.8","45.1"
"race and knowledge","Less knowledgeable blacks","63","2004","74.6","47.3"
"race and knowledge","Less knowledgeable blacks","313","2008","81.7","32.7"
"race and knowledge","Less knowledgeable blacks","60","2012","75.2","31.8"
"race and knowledge","Less knowledgeable blacks","96","2016","80.1","26.8"
"race and knowledge","Less knowledgeable blacks","302","2020","76.3","24"
"race and knowledge","Less knowledgeable blacks","159","2024","73.4","27.5"
"race and knowledge","More knowledgeable blacks","78","1978","80.1","42.6"
"race and knowledge","More knowledgeable blacks","74","1980","81.6","44.8"
"race and knowledge","More knowledgeable blacks","25","1982","79.2","40.6"
"race and knowledge","More knowledgeable blacks","67","1984","81.8","36.4"
"race and knowledge","More knowledgeable blacks","72","1986","77.9","40.2"
"race and knowledge","More knowledgeable blacks","79","1988","83.4","44.6"
"race and knowledge","More knowledgeable blacks","79","1990","78.2","43"
"race and knowledge","More knowledgeable blacks","82","1992","76.7","36.9"
"race and knowledge","More knowledgeable blacks","93","1994","79.1","51.4"
"race and knowledge","More knowledgeable blacks","74","1996","82.1","43.3"
"race and knowledge","More knowledgeable blacks","87","1998","84.4","34.2"
"race and knowledge","More knowledgeable blacks","62","2000","81.5","40.2"
"race and knowledge","More knowledgeable blacks","72","2004","78","42.6"
"race and knowledge","More knowledgeable blacks","130","2008","75.2","35.6"
"race and knowledge","More knowledgeable blacks","241","2012","82.4","23.6"
"race and knowledge","More knowledgeable blacks","239","2016","79.3","25.4"
"race and knowledge","More knowledgeable blacks","320","2020","75.6","20.7"
"race and knowledge","More knowledgeable blacks","255","2024","74.3","25.1"
"race and knowledge","Less knowledgeable Hispanics","35","1978","76.4","42.5"
"race and knowledge","Less knowledgeable Hispanics","15","1980","85.3","53.2"
"race and knowledge","Less knowledgeable Hispanics","35","1982","77.2","45.3"
"race and knowledge","Less knowledgeable Hispanics","49","1984","77.1","53.6"
"race and knowledge","Less knowledgeable Hispanics","74","1986","75.6","49.1"
"race and knowledge","Less knowledgeable Hispanics","59","1988","80.3","47.7"
"race and knowledge","Less knowledgeable Hispanics","86","1990","71.3","53.6"
"race and knowledge","Less knowledgeable Hispanics","80","1992","75.1","52.8"
"race and knowledge","Less knowledgeable Hispanics","47","1994","70.4","49.9"
"race and knowledge","Less knowledgeable Hispanics","29","1996","78.3","51.8"
"race and knowledge","Less knowledgeable Hispanics","48","1998","77","49.3"
"race and knowledge","Less knowledgeable Hispanics","45","2000","72.6","44.3"
"race and knowledge","Less knowledgeable Hispanics","38","2004","74","49.7"
"race and knowledge","Less knowledgeable Hispanics","265","2008","74.3","40.8"
"race and knowledge","Less knowledgeable Hispanics","61","2012","72.2","40.1"
"race and knowledge","Less knowledgeable Hispanics","125","2016","70.8","29.8"
"race and knowledge","Less knowledgeable Hispanics","248","2020","74.4","26.6"
"race and knowledge","Less knowledgeable Hispanics","199","2024","65.1","28.4"
"race and knowledge","More knowledgeable Hispanics","20","1978","NA","NA"
"race and knowledge","More knowledgeable Hispanics","22","1980","NA","NA"
"race and knowledge","More knowledgeable Hispanics","4","1982","NA","NA"
"race and knowledge","More knowledgeable Hispanics","44","1984","77.9","46.4"
"race and knowledge","More knowledgeable Hispanics","21","1986","82","47.2"
"race and knowledge","More knowledgeable Hispanics","51","1988","84.9","46.1"
"race and knowledge","More knowledgeable Hispanics","49","1990","75.7","49.9"
"race and knowledge","More knowledgeable Hispanics","66","1992","71.7","46.7"
"race and knowledge","More knowledgeable Hispanics","70","1994","73.9","48"
"race and knowledge","More knowledgeable Hispanics","81","1996","78","42.1"
"race and knowledge","More knowledgeable Hispanics","74","1998","77.2","44"
"race and knowledge","More knowledgeable Hispanics","45","2000","73.8","43.2"
"race and knowledge","More knowledgeable Hispanics","42","2004","81.2","41"
"race and knowledge","More knowledgeable Hispanics","123","2008","73.7","39.2"
"race and knowledge","More knowledgeable Hispanics","143","2012","73","29"
"race and knowledge","More knowledgeable Hispanics","222","2016","68.7","29.9"
"race and knowledge","More knowledgeable Hispanics","361","2020","70.5","24"
"race and knowledge","More knowledgeable Hispanics","287","2024","71.3","22.9"
"race and knowledge","Less knowledgeable others","4","1978","NA","NA"
"race and knowledge","Less knowledgeable others","1","1980","NA","NA"
"race and knowledge","Less knowledgeable others","5","1982","NA","NA"
"race and knowledge","Less knowledgeable others","15","1984","NA","NA"
"race and knowledge","Less knowledgeable others","20","1986","NA","NA"
"race and knowledge","Less knowledgeable others","27","1988","NA","NA"
"race and knowledge","Less knowledgeable others","22","1990","NA","NA"
"race and knowledge","Less knowledgeable others","15","1992","NA","NA"
"race and knowledge","Less knowledgeable others","7","1994","NA","NA"
"race and knowledge","Less knowledgeable others","10","1996","NA","NA"
"race and knowledge","Less knowledgeable others","6","1998","NA","NA"
"race and knowledge","Less knowledgeable others","26","2000","67.8","44.1"
"race and knowledge","Less knowledgeable others","16","2004","70","44.9"
"race and knowledge","Less knowledgeable others","35","2008","67.8","33.2"
"race and knowledge","Less knowledgeable others","23","2012","62.7","37.6"
"race and knowledge","Less knowledgeable others","71","2016","67.5","37.1"
"race and knowledge","Less knowledgeable others","160","2020","72","26.4"
"race and knowledge","Less knowledgeable others","128","2024","68.2","23.1"
"race and knowledge","More knowledgeable others","12","1978","NA","NA"
"race and knowledge","More knowledgeable others","11","1980","NA","NA"
"race and knowledge","More knowledgeable others","2","1982","NA","NA"
"race and knowledge","More knowledgeable others","15","1984","NA","NA"
"race and knowledge","More knowledgeable others","11","1986","NA","NA"
"race and knowledge","More knowledgeable others","19","1988","NA","NA"
"race and knowledge","More knowledgeable others","21","1990","NA","NA"
"race and knowledge","More knowledgeable others","29","1992","NA","NA"
"race and knowledge","More knowledgeable others","19","1994","NA","NA"
"race and knowledge","More knowledgeable others","24","1996","NA","NA"
"race and knowledge","More knowledgeable others","16","1998","NA","NA"
"race and knowledge","More knowledgeable others","45","2000","73","43.7"
"race and knowledge","More knowledgeable others","20","2004","76.3","41.6"
"race and knowledge","More knowledgeable others","25","2008","63.7","36.7"
"race and knowledge","More knowledgeable others","63","2012","67.2","29.2"
"race and knowledge","More knowledgeable others","190","2016","64.8","26"
"race and knowledge","More knowledgeable others","402","2020","66.4","21.4"
"race and knowledge","More knowledgeable others","221","2024","67.5","22.5"
"age and region","18-29 in South","110","1978","70","50.8"
"age and region","18-29 in South","101","1980","70.2","48.7"
"age and region","18-29 in South","78","1982","70","48"
"age and region","18-29 in South","140","1984","73.9","44.4"
"age and region","18-29 in South","168","1986","73.6","48.9"
"age and region","18-29 in South","143","1988","76.9","46"
"age and region","18-29 in South","115","1990","68.5","48.7"
"age and region","18-29 in South","130","1992","71","45.5"
"age and region","18-29 in South","115","1994","70.9","45.3"
"age and region","18-29 in South","103","1996","72","43.4"
"age and region","18-29 in South","89","1998","70.3","47"
"age and region","18-29 in South","76","2000","72.4","41.5"
"age and region","18-29 in South","64","2004","72.7","40.4"
"age and region","18-29 in South","143","2008","70.3","35.1"
"age and region","18-29 in South","128","2012","72.9","35.9"
"age and region","18-29 in South","175","2016","65.7","33.6"
"age and region","18-29 in South","255","2020","68.9","20.6"
"age and region","18-29 in South","165","2024","66.8","25.1"
"age and region","18-29 in Nonsouth","329","1978","66.9","47.2"
"age and region","18-29 in Nonsouth","227","1980","67.6","44.8"
"age and region","18-29 in Nonsouth","182","1982","71.2","42"
"age and region","18-29 in Nonsouth","320","1984","70.7","44.2"
"age and region","18-29 in Nonsouth","267","1986","71.7","44.9"
"age and region","18-29 in Nonsouth","235","1988","73.8","46.6"
"age and region","18-29 in Nonsouth","247","1990","68.5","47"
"age and region","18-29 in Nonsouth","266","1992","66.4","43.6"
"age and region","18-29 in Nonsouth","165","1994","67.6","41.4"
"age and region","18-29 in Nonsouth","119","1996","67.5","40.4"
"age and region","18-29 in Nonsouth","117","1998","69","41.5"
"age and region","18-29 in Nonsouth","146","2000","69.6","45.9"
"age and region","18-29 in Nonsouth","145","2004","69.5","39.2"
"age and region","18-29 in Nonsouth","195","2008","69.6","36.2"
"age and region","18-29 in Nonsouth","240","2012","67.2","38.1"
"age and region","18-29 in Nonsouth","356","2016","65.1","27.3"
"age and region","18-29 in Nonsouth","584","2020","66.4","21.5"
"age and region","18-29 in Nonsouth","327","2024","66.9","22.3"
"age and region","30-44 in South","129","1978","72.3","49.5"
"age and region","30-44 in South","111","1980","73.2","42.7"
"age and region","30-44 in South","95","1982","78.6","43.6"
"age and region","30-44 in South","152","1984","75.7","47.3"
"age and region","30-44 in South","174","1986","75.3","47.7"
"age and region","30-44 in South","193","1988","76.3","45.5"
"age and region","30-44 in South","155","1990","72.3","47.5"
"age and region","30-44 in South","217","1992","71.4","43.5"
"age and region","30-44 in South","180","1994","70.3","41.5"
"age and region","30-44 in South","182","1996","71.4","45.8"
"age and region","30-44 in South","114","1998","73","44.4"
"age and region","30-44 in South","172","2000","73","42.4"
"age and region","30-44 in South","90","2004","76.3","41.3"
"age and region","30-44 in South","249","2008","71.2","35.9"
"age and region","30-44 in South","197","2012","67.5","33.3"
"age and region","30-44 in South","283","2016","69.9","24.7"
"age and region","30-44 in South","531","2020","73.2","22.8"
"age and region","30-44 in South","379","2024","67.3","22.5"
"age and region","30-44 in Nonsouth","403","1978","67.6","46.1"
"age and region","30-44 in Nonsouth","258","1980","68.7","47.6"
"age and region","30-44 in Nonsouth","263","1982","71.7","43.8"
"age and region","30-44 in Nonsouth","444","1984","72.4","46.2"
"age and region","30-44 in Nonsouth","434","1986","71.8","46"
"age and region","30-44 in Nonsouth","407","1988","73.4","43"
"age and region","30-44 in Nonsouth","403","1990","68.8","46.6"
"age and region","30-44 in Nonsouth","520","1992","66.7","40"
"age and region","30-44 in Nonsouth","378","1994","68.8","39.6"
"age and region","30-44 in Nonsouth","366","1996","68.6","37"
"age and region","30-44 in Nonsouth","251","1998","66.2","39.9"
"age and region","30-44 in Nonsouth","346","2000","69.9","42.9"
"age and region","30-44 in Nonsouth","182","2004","69","41.4"
"age and region","30-44 in Nonsouth","287","2008","68.5","35.1"
"age and region","30-44 in Nonsouth","315","2012","67.7","31.8"
"age and region","30-44 in Nonsouth","585","2016","66.4","28.9"
"age and region","30-44 in Nonsouth","1203","2020","68.1","20.1"
"age and region","30-44 in Nonsouth","806","2024","66.8","19.8"
"age and region","45-59 in South","111","1978","70.5","51.1"
"age and region","45-59 in South","70","1980","76.3","53.7"
"age and region","45-59 in South","76","1982","75.9","45.4"
"age and region","45-59 in South","104","1984","79.3","51.7"
"age and region","45-59 in South","114","1986","77.8","46.9"
"age and region","45-59 in South","93","1988","77.8","51"
"age and region","45-59 in South","90","1990","76.3","46.3"
"age and region","45-59 in South","142","1992","71.9","44.4"
"age and region","45-59 in South","118","1994","71.1","45"
"age and region","45-59 in South","113","1996","76.7","45.4"
"age and region","45-59 in South","86","1998","73.3","37.7"
"age and region","45-59 in South","127","2000","74","37.9"
"age and region","45-59 in South","91","2004","77.9","38.8"
"age and region","45-59 in South","240","2008","73.5","32.6"
"age and region","45-59 in South","189","2012","73.2","29.4"
"age and region","45-59 in South","298","2016","69.7","26.3"
"age and region","45-59 in South","504","2020","74.8","18"
"age and region","45-59 in South","343","2024","75.2","19.5"
"age and region","45-59 in Nonsouth","283","1978","73.5","49.5"
"age and region","45-59 in Nonsouth","219","1980","73.2","46.5"
"age and region","45-59 in Nonsouth","168","1982","73.2","44.3"
"age and region","45-59 in Nonsouth","272","1984","75.7","46"
"age and region","45-59 in Nonsouth","235","1986","73.6","42.8"
"age and region","45-59 in Nonsouth","239","1988","75.6","46.7"
"age and region","45-59 in Nonsouth","213","1990","70.8","45.4"
"age and region","45-59 in Nonsouth","306","1992","67.5","40"
"age and region","45-59 in Nonsouth","209","1994","68.8","41"
"age and region","45-59 in Nonsouth","244","1996","70.4","41.4"
"age and region","45-59 in Nonsouth","187","1998","69","37.6"
"age and region","45-59 in Nonsouth","306","2000","72.9","39"
"age and region","45-59 in Nonsouth","223","2004","72.7","39.3"
"age and region","45-59 in Nonsouth","345","2008","69.4","33.1"
"age and region","45-59 in Nonsouth","296","2012","69.4","34.6"
"age and region","45-59 in Nonsouth","677","2016","65.1","24.9"
"age and region","45-59 in Nonsouth","1189","2020","70.5","19.4"
"age and region","45-59 in Nonsouth","758","2024","68.1","21.9"
"age and region","60+ in South","122","1978","77.3","47"
"age and region","60+ in South","96","1980","81.5","45.4"
"age and region","60+ in South","109","1982","83.1","47.4"
"age and region","60+ in South","113","1984","79.6","45.7"
"age and region","60+ in South","132","1986","81.9","48.2"
"age and region","60+ in South","112","1988","80.9","44.2"
"age and region","60+ in South","124","1990","78.2","48.7"
"age and region","60+ in South","137","1992","78.2","42.1"
"age and region","60+ in South","129","1994","75.8","48"
"age and region","60+ in South","130","1996","80.8","38.8"
"age and region","60+ in South","78","1998","80","40"
"age and region","60+ in South","111","2000","78","37"
"age and region","60+ in South","92","2004","81.9","41.1"
"age and region","60+ in South","223","2008","74","38.6"
"age and region","60+ in South","146","2012","75.8","28.6"
"age and region","60+ in South","353","2016","71.1","22.2"
"age and region","60+ in South","844","2020","77.4","17.8"
"age and region","60+ in South","639","2024","76.5","18.2"
